Master_Group_Code,item_code,bill_no,brcode,Tran_Type,d_date,year,month,monthnumber,Year_Month_Brcode,Tran_Month,Channel,qty,Disc_Amt,Net_Sales,Margin_Value,MRP_Value,Spl_disc_Amt,Tot_Disc_Amt,Cost_Value,Main_Category,pl_Flag
GM0001,223436,614/2022/S/2736,614,Sales,2022-04-08T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,165.25,15.16,165.25,0.0,0.0,150.09,FMCG,OTHERS
GM0001,258738,614/2022/S/1874,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,103.57,14.7,103.57,0.0,0.0,88.87,FMCG,OTHERS
-,322369,614/2022/S/1567,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,83.9,5.34,83.90,0.0,0.0,78.56,FMCG,OTHERS
GM0004,213485,614/2022/S/7443,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,16.50,148.5,21.66,5.50,0.0,16.5,126.84,PHARMA,OTHERS
GM0003,257879,614/2022/S/10250,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,9.85,88.64,7.88,3.28,0.0,9.85,80.76,PHARMA,OTHERS
GM0007,321622,614/2022/S/3641,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.55,166.94,26.71,18.55,0.0,18.55,140.23,PHARMA,OTHERS
GM0011,209946,614/2022/S/9973,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,6.96,3.67,3.48,0.0,0.0,3.29,PHARMA,PL
GM0003,223088,614/2022/S/48,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,168.55,38.57,168.55,0.0,0.0,129.98,PHARMA,OTHERS
GM0008,351712,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.61,104.46,44.68,116.07,0.0,11.61,59.78,FMCG,OTHERS
-,312667,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,385.71,92.85,385.71,0.0,0.0,292.86,FMCG,OTHERS
GM0003,206424,614/2022/S/8845,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.36,48.21,5.46,53.57,0.0,5.36,42.75,PHARMA,OTHERS
GM0007,212358,614/2022/S/10250,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.48,103.28,32.17,114.76,0.0,11.48,71.11,PHARMA,OTHERS
GM0007,377334,614/2022/S/1334,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,160.71,10.71,160.71,0.0,0.0,150.00,PHARMA,OTHERS
GM0007,355568,614/2022/S/4006,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,29.02,261.16,35.2,290.18,0.0,29.02,225.96,PHARMA,OTHERS
GM0007,370470,614/2022/S/7089,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,26.25,6.41,26.25,0.0,0.0,19.85,PHARMA,OTHERS
GM0001,250296,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,186.44,25.68,186.44,0.0,0.0,160.76,FMCG,OTHERS
GM0007,204046,614/2022/S/10431,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,125.0,53.75,125.00,0.0,0.0,71.25,PHARMA,OTHERS
GM0007,217029,614/2022/S/7395,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.61,86.46,12.39,9.61,0.0,9.61,74.07,PHARMA,OTHERS
GM0007,217029,614/2022/S/10431,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,19.21,4.4,9.61,0.0,0.0,14.81,PHARMA,OTHERS
GM0007,222077,614/2022/S/4183,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,53.92,12.33,5.39,0.01,0.01,41.59,PHARMA,OTHERS
GM0003,237405,614/2022/S/10250,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,12.32,110.89,16.19,8.21,0.0,12.32,94.70,PHARMA,OTHERS
GM0005,313349,614/2022/S/1638,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,34.28,23.98,8.57,0.0,0.0,10.30,PHARMA,OTHERS
GM0007,378227,614/2022/S/8845,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.08,45.76,13.6,50.85,0.0,5.08,32.16,PHARMA,OTHERS
GM0007,384509,614/2022/S/3427,614,Sales,2022-04-10T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.30,0.00,24.11,19.76,8.04,0.0,0.0,4.35,PHARMA,OTHERS
GM0001,279105,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,69.64,7.35,69.64,0.0,0.0,62.29,FMCG,OTHERS
GM0001,311081,614/2022/S/10193,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,28.57,6.14,28.57,0.0,0.0,22.43,FMCG,OTHERS
GM0001,314496,614/2022/S/2408,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,28.57,6.14,28.57,0.0,0.0,22.43,FMCG,OTHERS
-,206364,614/2022/S/8020,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,125.0,14.97,125.00,0.0,0.0,110.03,FMCG,OTHERS
GM0008,258860,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,43.75,24.82,43.75,0.0,0.0,18.93,FMCG,OTHERS
GM0003,205427,614/2022/S/8857,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,73.75,663.77,65.31,737.52,0.0,73.75,598.46,PHARMA,OTHERS
GM0007,290843,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,27.79,250.13,40.05,13.90,0.0,27.79,210.08,PHARMA,OTHERS
GM0007,292431,614/2022/S/5383,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,207.99,45.48,6.93,0.03,0.03,162.51,PHARMA,OTHERS
GM0007,384418,614/2022/S/3641,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.23,110.08,15.77,8.15,0.0,12.23,94.31,PHARMA,OTHERS
GM0003,229009,614/2022/S/3695,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,178.57,49.02,178.57,0.0,0.0,129.55,PHARMA,OTHERS
GM0007,341446,614/2022/S/72,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,66.53,598.73,133.29,665.25,0.0,66.53,465.44,PHARMA,OTHERS
GM0001,248655,614/2022/S/1638,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,30.36,5.34,30.36,0.0,0.0,25.02,FMCG,OTHERS
GM0001,201891,614/2022/S/7174,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,67.8,7.27,67.80,0.0,0.0,60.53,FMCG,OTHERS
GM0001,351477,614/2022/S/7174,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,2.72,25.42,0.0,0.0,22.70,FMCG,OTHERS
-,355778,614/2022/S/7216,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,148.31,15.89,148.31,0.0,0.0,132.42,FMCG,OTHERS
GM0003,324721,614/2022/S/3720,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,49.02,441.16,50.02,490.18,0.0,49.02,391.14,FMCG,OTHERS
GM0001,270965,614/2022/S/1638,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,58.04,9.68,58.04,0.0,0.0,48.36,FMCG,OTHERS
GM0007,371753,614/2022/S/4417,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.21,37.91,6.08,1.40,0.0,4.21,31.83,PHARMA,OTHERS
GM0003,204159,614/2022/S/4417,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,3.78,34.01,6.6,18.90,0.0,3.78,27.41,PHARMA,OTHERS
GM0001,205439,614/2022/S/1358,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,167.8,13.48,167.80,0.0,0.0,154.32,FMCG,OTHERS
GM0001,205440,614/2022/S/6248,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,39.83,3.2,39.83,0.0,0.0,36.63,FMCG,OTHERS
GM0001,205441,614/2022/S/5383,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,6.36,57.2,-1.25,63.56,0.0,6.36,58.45,FMCG,OTHERS
-,218469,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,168.64,28.11,168.64,0.0,0.0,140.53,FMCG,OTHERS
GM0006,240066,614/2022/S/1971,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,25.80,232.23,209.93,258.04,0.0,25.8,22.30,SURGICAL,OTHERS
GM0001,270018,614/2022/S/6693,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,26.79,2.44,26.79,0.0,0.0,24.35,FMCG,OTHERS
GM0007,212302,614/2022/S/6470,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,75.89,20.84,75.89,0.0,0.0,55.05,PHARMA,OTHERS
GM0013,274905,614/2022/S/4417,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,422.88,104.84,422.88,0.0,0.0,318.04,FMCG,PL
GM0018,354116,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,14.69,35.71,0.0,0.0,21.02,FMCG,PL
GM0007,224260,614/2022/S/2522,614,Sales,2022-04-08T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.50,0.00,24.11,5.84,4.82,0.0,0.0,18.28,PHARMA,OTHERS
GM0003,207456,614/2022/S/3992,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,16.47,148.23,33.25,164.70,0.0,16.47,114.98,PHARMA,OTHERS
GM0003,221591,614/2022/S/7443,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,2.23,20.07,3.11,1.49,0.02,2.25,16.97,PHARMA,OTHERS
GM0003,238633,614/2022/S/10250,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,33.75,303.75,48.63,22.50,0.0,33.75,255.12,PHARMA,OTHERS
GM0007,243810,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,17.29,155.59,21.1,11.53,0.0,17.29,134.49,PHARMA,OTHERS
GM0007,318246,614/2022/S/3461,614,Sales,2022-04-10T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,140.7,34.33,70.35,0.0,0.0,106.37,PHARMA,OTHERS
GM0007,324469,614/2022/S/3992,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.94,53.44,16.9,59.38,0.0,5.94,36.54,PHARMA,OTHERS
GM0007,343289,614/2022/S/1145,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.10,27.86,3.29,1.03,0.0,3.1,24.57,PHARMA,OTHERS
GM0001,287471,614/2022/S/10193,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,2.26,25.42,0.0,0.0,23.16,FMCG,OTHERS
GM0001,315823,614/2022/S/5530,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,16.95,5.32,16.95,0.0,0.0,11.63,FMCG,OTHERS
GM0007,223653,614/2022/S/7302,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,5.00,0.00,21.92,4.9,4.38,0.01,0.01,17.02,PHARMA,OTHERS
GM0007,363786,614/2022/S/7443,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,38.92,350.24,49.51,389.15,0.0,38.92,300.73,PHARMA,OTHERS
GM0011,373207,614/2022/S/8857,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,105.93,47.67,105.93,0.0,0.0,58.27,FMCG,PL
GM0011,361176,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,295.76,68.02,295.76,0.0,0.0,227.74,FMCG,PL
GM0001,264211,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,67.8,16.95,33.90,0.0,0.0,50.85,FMCG,OTHERS
GM0001,264211,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,67.8,16.95,33.90,0.0,0.0,50.85,FMCG,OTHERS
GM0001,264213,614/2022/S/9297,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,6.00,0.00,152.54,38.13,50.85,0.0,0.0,114.41,FMCG,OTHERS
GM0001,264213,614/2022/S/10049,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,11.00,0.00,279.65,69.9,25.42,0.01,0.01,209.75,FMCG,OTHERS
GM0001,264225,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,67.8,16.95,33.90,0.0,0.0,50.85,FMCG,OTHERS
GM0001,288920,614/2022/S/9297,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,21.19,5.3,21.19,0.0,0.0,15.90,FMCG,OTHERS
GM0001,344040,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,110.17,27.54,55.09,0.0,0.0,82.63,FMCG,OTHERS
-,363680,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,5.29,25.42,0.0,0.0,20.13,FMCG,OTHERS
-,364452,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,42.37,8.83,42.37,0.0,0.0,33.54,FMCG,OTHERS
-,364452,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,42.37,10.6,42.37,0.0,0.0,31.78,FMCG,OTHERS
-,364453,614/2022/S/4255,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,84.74,21.18,42.37,0.0,0.0,63.56,FMCG,OTHERS
-,364453,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,42.37,10.59,42.37,0.0,0.0,31.78,FMCG,OTHERS
-,373728,614/2022/S/5293,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,4.00,0.00,203.39,50.86,50.85,0.0,0.0,152.53,FMCG,OTHERS
-,376362,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,42.37,10.59,42.37,0.0,0.0,31.78,FMCG,OTHERS
GM0005,220420,614/2022/S/656,614,Sales,2022-04-02T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.25,0.00,42.86,38.96,42.86,0.0,0.0,3.90,PHARMA,OTHERS
GM0004,234326,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,2.84,25.54,2.5,1.42,0.02,2.86,23.04,PHARMA,OTHERS
GM0007,300226,614/2022/S/1145,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,46.47,418.26,66.87,15.49,0.03,46.5,351.39,PHARMA,OTHERS
GM0007,360698,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,22.59,203.29,28.51,11.30,0.02,22.61,174.78,PHARMA,OTHERS
GM0005,229880,614/2022/S/656,614,Sales,2022-04-02T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,26.61,23.17,13.30,0.0,0.0,3.44,PHARMA,OTHERS
GM0005,266282,614/2022/S/10431,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,20.0,17.01,10.00,0.0,0.0,2.99,PHARMA,OTHERS
GM0007,329135,614/2022/S/7443,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,34.37,309.29,42.63,17.18,0.0,34.37,266.66,PHARMA,OTHERS
GM0007,336340,614/2022/S/4417,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,16.96,152.66,21.86,11.31,0.02,16.98,130.80,PHARMA,OTHERS
GM0007,364456,614/2022/S/3427,614,Sales,2022-04-10T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,17.75,7.16,1.18,0.02,0.02,10.59,PHARMA,OTHERS
GM0001,379114,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,118.64,30.66,118.64,0.0,0.0,87.98,FMCG,OTHERS
GM0007,237098,614/2022/S/3641,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,30.53,274.81,39.33,15.27,0.02,30.55,235.48,PHARMA,OTHERS
GM0011,240328,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,423.73,144.09,423.73,0.0,0.0,279.64,FMCG,PL
GM0007,241299,614/2022/S/8845,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,14.91,134.2,19.39,149.11,0.0,14.91,114.81,PHARMA,OTHERS
GM0013,349623,614/2022/S/656,614,Sales,2022-04-02T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,228.0,28.5,228.00,0.0,0.0,199.50,FMCG,PL
GM0001,204303,614/2022/S/4797,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,8.04,1.28,8.04,0.0,0.0,6.76,FMCG,OTHERS
GM0007,312170,614/2022/S/3641,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,7.97,71.75,9.97,5.32,0.0,7.97,61.79,PHARMA,OTHERS
GM0007,321553,614/2022/S/10250,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,10.58,95.26,13.21,3.53,0.03,10.61,82.05,PHARMA,OTHERS
GM0001,310977,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,826.27,77.29,826.27,0.0,0.0,748.98,FMCG,OTHERS
GM0001,263892,614/2022/S/10193,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,10.71,1.0,10.71,0.0,0.0,9.71,FMCG,OTHERS
GM0013,376255,614/2022/S/9430,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,72.0,19.2,72.00,0.0,0.0,52.80,FMCG,PL
GM0011,243109,614/2022/S/3662,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,98.21,59.31,49.11,0.0,0.0,38.90,FMCG,PL
GM0013,376148,614/2022/S/4417,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,400.0,94.92,400.00,0.0,0.0,305.08,FMCG,PL
GM0001,249734,614/2022/S/10227,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,109.52,14.27,109.52,0.0,0.0,95.25,FMCG,OTHERS
GM0006,284999,614/2022/S/5974,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,21.99,35.71,0.0,0.0,13.72,SURGICAL,OTHERS
GM0001,271785,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,4.00,0.00,457.63,118.99,228.81,0.0,0.0,338.64,FMCG,OTHERS
GM0001,271797,614/2022/S/6447,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,114.41,29.75,114.41,0.0,0.0,84.66,FMCG,OTHERS
GM0001,271797,614/2022/S/6470,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,228.81,59.49,114.41,0.0,0.0,169.32,FMCG,OTHERS
GM0001,259304,614/2022/S/10193,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,50.0,11.82,25.00,0.0,0.0,38.18,FMCG,OTHERS
GM0001,317455,614/2022/S/9517,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.9,3.91,33.90,0.0,0.0,29.99,FMCG,OTHERS
-,202939,614/2022/S/6534,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,88.14,8.01,88.14,0.0,0.0,80.13,FMCG,OTHERS
GM0007,245005,614/2022/S/6544,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,102.99,24.38,51.50,0.0,0.0,78.61,PHARMA,OTHERS
GM0004,202746,614/2022/S/5314,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.43,48.86,13.7,54.29,0.0,5.43,35.16,PHARMA,OTHERS
GM0003,208978,614/2022/S/5314,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,13.37,120.33,34.99,13.37,0.01,13.379999999999999,85.34,PHARMA,OTHERS
GM0007,211798,614/2022/S/5172,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.75,168.75,23.85,18.75,0.0,18.75,144.90,PHARMA,OTHERS
GM0004,320463,614/2022/S/5314,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.01,162.08,26.56,18.01,0.01,18.020000000000003,135.52,PHARMA,OTHERS
GM0007,340645,614/2022/S/4726,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.01,162.08,45.45,18.01,0.01,18.020000000000003,116.63,PHARMA,OTHERS
GM0007,203813,614/2022/S/3779,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,27.32,245.88,31.88,6.83,0.0,27.32,214.00,PHARMA,OTHERS
-,253475,614/2022/S/1215,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,76.27,16.56,76.27,0.0,0.0,59.71,FMCG,OTHERS
-,310532,614/2022/S/4329,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,23.73,1.76,23.73,0.0,0.0,21.97,FMCG,OTHERS
-,366261,614/2022/S/6870,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,26.79,3.58,26.79,0.0,0.0,23.21,FMCG,OTHERS
GM0008,248733,614/2022/S/5912,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,66.96,37.99,66.96,0.0,0.0,28.97,FMCG,OTHERS
GM0008,252800,614/2022/S/2294,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,29.46,16.71,29.46,0.0,0.0,12.75,FMCG,OTHERS
GM0001,335338,614/2022/S/4892,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,13.26,251.92,23.31,265.18,0.0,13.26,228.61,FMCG,OTHERS
GM0003,328813,614/2022/S/6753,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,81.03,15.75,81.03,0.0,0.0,65.28,PHARMA,OTHERS
GM0013,300850,614/2022/S/9136,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.0,13.19,25.00,0.0,0.0,11.81,FMCG,PL
GM0013,354151,614/2022/S/5140,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.0,13.19,25.00,0.0,0.0,11.81,FMCG,PL
